pair_key,substance_a_id,substance_b_id,code,status,confidence,risk_score,headline,mechanism_primary_category,evidence_tier,validation_flags,source_refs,source_text
atypical_ad|ndri_bupropion,atypical_ad,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|atypical_ad,amphetamine_stims,atypical_ad,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|methylphenidate,atypical_ad,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|cocaine,atypical_ad,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|mdma_2cx_dox_nbome,atypical_ad,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|serotonergic_opioids,atypical_ad,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|atypical_ad,antipsychotics,atypical_ad,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|atypical_ad,antihypertensives,atypical_ad,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|benzodiazepines,atypical_ad,benzodiazepines,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|lithium,atypical_ad,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|lamotrigine,atypical_ad,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|ketamine,atypical_ad,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|clonidine_guanfacine,atypical_ad,clonidine_guanfacine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|beta_blockers_ccb,atypical_ad,beta_blockers_ccb,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ndri_bupropion|ndri_bupropion,ndri_bupropion,ndri_bupropion,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
amphetamine_stims|ndri_bupropion,amphetamine_stims,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
methylphenidate|ndri_bupropion,methylphenidate,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cocaine|ndri_bupropion,cocaine,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
mdma_2cx_dox_nbome|ndri_bupropion,mdma_2cx_dox_nbome,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ndri_bupropion|serotonergic_opioids,ndri_bupropion,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|ndri_bupropion,antipsychotics,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|ndri_bupropion,antihypertensives,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|ndri_bupropion,benzodiazepines,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lithium|ndri_bupropion,lithium,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lamotrigine|ndri_bupropion,lamotrigine,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ketamine|ndri_bupropion,ketamine,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|ndri_bupropion,clonidine_guanfacine,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|ndri_bupropion,beta_blockers_ccb,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|amphetamine_stims,amphetamine_stims,amphetamine_stims,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
amphetamine_stims|methylphenidate,amphetamine_stims,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|cocaine,amphetamine_stims,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|mdma_2cx_dox_nbome,amphetamine_stims,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|serotonergic_opioids,amphetamine_stims,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|antipsychotics,amphetamine_stims,antipsychotics,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|antihypertensives,amphetamine_stims,antihypertensives,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|benzodiazepines,amphetamine_stims,benzodiazepines,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|lithium,amphetamine_stims,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|lamotrigine,amphetamine_stims,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|ketamine,amphetamine_stims,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|clonidine_guanfacine,amphetamine_stims,clonidine_guanfacine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|beta_blockers_ccb,amphetamine_stims,beta_blockers_ccb,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
methylphenidate|methylphenidate,methylphenidate,methylphenidate,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
cocaine|methylphenidate,cocaine,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
mdma_2cx_dox_nbome|methylphenidate,mdma_2cx_dox_nbome,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
methylphenidate|serotonergic_opioids,methylphenidate,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|methylphenidate,antipsychotics,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|methylphenidate,antihypertensives,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|methylphenidate,benzodiazepines,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lithium|methylphenidate,lithium,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lamotrigine|methylphenidate,lamotrigine,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ketamine|methylphenidate,ketamine,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|methylphenidate,clonidine_guanfacine,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|methylphenidate,beta_blockers_ccb,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cocaine|cocaine,cocaine,cocaine,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
cocaine|mdma_2cx_dox_nbome,cocaine,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cocaine|serotonergic_opioids,cocaine,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|cocaine,antipsychotics,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|cocaine,antihypertensives,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|cocaine,benzodiazepines,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cocaine|lithium,cocaine,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cocaine|lamotrigine,cocaine,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cocaine|ketamine,cocaine,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|cocaine,clonidine_guanfacine,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|cocaine,beta_blockers_ccb,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
mdma_2cx_dox_nbome|mdma_2cx_dox_nbome,mdma_2cx_dox_nbome,mdma_2cx_dox_nbome,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
mdma_2cx_dox_nbome|serotonergic_opioids,mdma_2cx_dox_nbome,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|mdma_2cx_dox_nbome,antipsychotics,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|mdma_2cx_dox_nbome,antihypertensives,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|mdma_2cx_dox_nbome,benzodiazepines,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lithium|mdma_2cx_dox_nbome,lithium,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lamotrigine|mdma_2cx_dox_nbome,lamotrigine,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ketamine|mdma_2cx_dox_nbome,ketamine,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|mdma_2cx_dox_nbome,clonidine_guanfacine,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|mdma_2cx_dox_nbome,beta_blockers_ccb,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
serotonergic_opioids|serotonergic_opioids,serotonergic_opioids,serotonergic_opioids,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
antipsychotics|serotonergic_opioids,antipsychotics,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|serotonergic_opioids,antihypertensives,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|serotonergic_opioids,benzodiazepines,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lithium|serotonergic_opioids,lithium,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lamotrigine|serotonergic_opioids,lamotrigine,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ketamine|serotonergic_opioids,ketamine,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|serotonergic_opioids,clonidine_guanfacine,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|serotonergic_opioids,beta_blockers_ccb,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|antipsychotics,antipsychotics,antipsychotics,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
antihypertensives|antipsychotics,antihypertensives,antipsychotics,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|benzodiazepines,antipsychotics,benzodiazepines,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|lithium,antipsychotics,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|lamotrigine,antipsychotics,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|ketamine,antipsychotics,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|clonidine_guanfacine,antipsychotics,clonidine_guanfacine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|beta_blockers_ccb,antipsychotics,beta_blockers_ccb,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|antihypertensives,antihypertensives,antihypertensives,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
antihypertensives|benzodiazepines,antihypertensives,benzodiazepines,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|lithium,antihypertensives,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
